account_number,product_name,balance
6577673355,High Yeld Savings,153531.0
3097661481,High Yeld Savings,282845.0
655440717,High Yeld Savings,833590.0
5789044219,Stocks,37676.0
5015895407,Stocks,246205.0
8063701717,Mutual Funds,415325.0
2602980511,High Yeld Savings,485570.0
6099052583,Stocks,163000.0
7988681060,Mutual Funds,450425.0
5980894407,Bonds,554174.0
5226784535,High Yeld Savings,975837.0
1972657959,High Yeld Savings,998851.0
6652894301,High Yeld Savings,468070.0
7981567386,High Yeld Savings,462633.0
9171032446,Stocks,169494.0
4492625744,High Yeld Savings,515502.0
669934515,Stocks,127475.0
1700911253,High Yeld Savings,237052.0
5475041122,High Yeld Savings,35901.0
4541341338,High Yeld Savings,524517.0
6304439849,Stocks,105607.0
1689519085,High Yeld Savings,197355.0
5099879908,High Yeld Savings,330567.0
8051003160,High Yeld Savings,709944.0
6682603618,Bonds,974084.0
7880189128,Stocks,255843.0
7085444643,Stocks,2859.0
9058861514,High Yeld Savings,596147.0
9229438771,Bonds,720994.0
1952136383,High Yeld Savings,627370.0
3358535857,Stocks,839618.0
7009680283,High Yeld Savings,914536.0
3976285558,High Yeld Savings,785272.0
1289558881,Bonds,336471.0
1606232014,Stocks,542903.0
6084206788,Mutual Funds,288472.0
6065821918,High Yeld Savings,460232.0
6573152548,Mutual Funds,977796.0
3437181489,High Yeld Savings,642848.0
6029227281,Stocks,340630.0
2112190705,Mutual Funds,187087.0
4117436759,Mutual Funds,730147.0
6426202452,Mutual Funds,107443.0
5892994565,High Yeld Savings,377578.0
9577221096,Stocks,550454.0
9797785556,Stocks,258528.0
6617480185,High Yeld Savings,105670.0
2707209004,Bonds,227363.0
2755832868,High Yeld Savings,504840.0
7326161889,Stocks,714439.0
9847359819,High Yeld Savings,117100.0
1347755659,Mutual Funds,395739.0
2296363514,High Yeld Savings,25158.0
9352336091,High Yeld Savings,384588.0
2445814155,High Yeld Savings,646316.0
5802737503,Mutual Funds,971936.0
6802200390,High Yeld Savings,767041.0
7781097294,Mutual Funds,290288.0
4343618308,Bonds,111441.0
7113734476,High Yeld Savings,912199.0
2287937717,High Yeld Savings,817103.0
9387135190,Mutual Funds,815199.0
7408854149,Stocks,755695.0
1104106630,Mutual Funds,940885.0
9361896854,High Yeld Savings,313684.0
5598589953,Mutual Funds,935207.0
7144064328,High Yeld Savings,809904.0
4686281500,Bonds,818997.0
3574041478,Mutual Funds,594263.0
2075661984,High Yeld Savings,619672.0
1211845522,High Yeld Savings,551276.0
7480834959,Stocks,518696.0
7061409456,Stocks,793965.0
9982816980,Stocks,41826.0
7003197273,High Yeld Savings,288355.0
533248409,High Yeld Savings,312058.0
7323319867,High Yeld Savings,154226.0
1160614018,High Yeld Savings,198290.0
6517691522,High Yeld Savings,1340.0
3570589134,High Yeld Savings,324816.0
6954251813,Mutual Funds,875246.0
7961288670,High Yeld Savings,518274.0
7786056898,High Yeld Savings,534143.0
4933729920,Mutual Funds,686219.0
4487324288,Stocks,644332.0
3393087494,High Yeld Savings,620036.0
9959673332,High Yeld Savings,507687.0
1294767407,High Yeld Savings,318501.0
4973173972,High Yeld Savings,477885.0
864278649,High Yeld Savings,48038.0
4535606537,Bonds,318791.0
5705098203,High Yeld Savings,290598.0
7003065726,High Yeld Savings,998641.0
6107915980,Stocks,110715.0
4797646244,Bonds,930523.0
6526686552,Stocks,607524.0
6939076206,High Yeld Savings,637505.0
1218537666,High Yeld Savings,672336.0
266573445,High Yeld Savings,842944.0
5092217148,High Yeld Savings,646004.0
9009399324,High Yeld Savings,228714.0
1654296622,High Yeld Savings,833437.0
3242393601,High Yeld Savings,532778.0
1689791301,Stocks,23769.0
3463777491,High Yeld Savings,806300.0
8015329063,High Yeld Savings,426714.0
4808002626,Stocks,879142.0
8079244557,High Yeld Savings,962613.0
8319070185,High Yeld Savings,88209.0
9558057685,High Yeld Savings,20147.0
7397543958,Mutual Funds,101790.0
5625666184,Stocks,842886.0
3126122821,High Yeld Savings,630976.0
3040487625,Mutual Funds,174763.0
4389444657,Mutual Funds,987920.0
1293620792,High Yeld Savings,842553.0
1706514880,Mutual Funds,336832.0
8538337618,Mutual Funds,740361.0
4948011688,High Yeld Savings,352617.0
4301655263,High Yeld Savings,677833.0
574304535,High Yeld Savings,589964.0
8525786080,High Yeld Savings,95907.0
5739188637,Bonds,747903.0
7969433440,High Yeld Savings,306820.0
9392524691,High Yeld Savings,806738.0
3807900283,Mutual Funds,728979.0
8705915135,High Yeld Savings,391000.0
468445644,High Yeld Savings,246295.0
6944169800,Stocks,215050.0
3807900283,Stocks,356307.0
3824975624,High Yeld Savings,989219.0
9045864899,High Yeld Savings,92225.0
466072025,Stocks,899450.0
7229458856,High Yeld Savings,245379.0
7116721955,High Yeld Savings,351461.0
2428128642,Stocks,903217.0
7478504618,Bonds,713010.0
4936835716,Mutual Funds,501918.0
2785160048,High Yeld Savings,422011.0
4003299815,Stocks,588995.0
2917875631,Bonds,44043.0
6190353335,High Yeld Savings,443075.0
8312623003,High Yeld Savings,475157.0
6938281333,Stocks,837679.0
365649485,High Yeld Savings,356406.0
2734989771,Stocks,750626.0
3960792871,High Yeld Savings,701812.0
3348749023,Stocks,276863.0
6028750810,High Yeld Savings,65180.0
140267335,Bonds,241851.0
2322081818,High Yeld Savings,289581.0
8390030701,High Yeld Savings,806775.0
9722561797,High Yeld Savings,816921.0
2562708355,High Yeld Savings,807265.0
233948558,Mutual Funds,35116.0
2231825082,High Yeld Savings,604136.0
2479665729,High Yeld Savings,236539.0
9781569961,Stocks,666633.0
3832030262,High Yeld Savings,932526.0
3347120185,High Yeld Savings,190389.0
8591175139,Mutual Funds,195163.0
1334034631,Stocks,295092.0
4600953257,High Yeld Savings,803802.0
1900877454,Mutual Funds,639366.0
4865886559,High Yeld Savings,563055.0
4288123817,High Yeld Savings,639243.0
1799008157,Mutual Funds,256101.0
1549349282,High Yeld Savings,657538.0
8956028827,Mutual Funds,552122.0
4430427891,High Yeld Savings,310507.0
4113005632,High Yeld Savings,245178.0
9763735230,High Yeld Savings,625100.0
147733600,Mutual Funds,965044.0
5681896057,High Yeld Savings,745988.0
770800679,Stocks,810759.0
3004346317,Stocks,263391.0
9140094662,High Yeld Savings,841120.0
272532004,Stocks,291422.0
5846576148,Stocks,702370.0
7624662980,High Yeld Savings,946617.0
485211249,Mutual Funds,595987.0
9087838884,Mutual Funds,39441.0
4061384252,High Yeld Savings,581272.0
9668665628,Bonds,870272.0
3990155307,Bonds,420340.0
7216103344,High Yeld Savings,401221.0
8568991432,Mutual Funds,581524.0
8063705785,Mutual Funds,493399.0
3160370618,Mutual Funds,721078.0
2666634661,Stocks,338526.0
8167249533,Stocks,779313.0
7513775587,High Yeld Savings,615260.0
8679315267,Bonds,399554.0
5954083601,High Yeld Savings,386023.0
6750096049,Stocks,441502.0
161846489,Stocks,627343.0
4383648188,Mutual Funds,781542.0
1850072425,High Yeld Savings,570878.0
7273690864,High Yeld Savings,705392.0
85038223,Stocks,988855.0
2378925220,Stocks,165601.0
1160476654,High Yeld Savings,951447.0
4150934878,Mutual Funds,489916.0
500095215,Mutual Funds,157100.0
7605918721,High Yeld Savings,589796.0
9601384248,Mutual Funds,102315.0
4493008226,High Yeld Savings,290763.0
1734649116,Mutual Funds,250371.0
7724787372,Mutual Funds,970298.0
5547942195,Bonds,551125.0
3890869057,Stocks,159495.0
6021422619,Mutual Funds,892842.0
1749440019,Bonds,160330.0
7868414593,Mutual Funds,407869.0
5441002203,Mutual Funds,872766.0
7258788934,High Yeld Savings,476551.0
7185685009,Stocks,450068.0
5908568621,High Yeld Savings,742966.0
6831428977,Stocks,917071.0
6502895105,Stocks,504994.0
3154848136,Stocks,617249.0
3056554768,High Yeld Savings,247523.0
1010153730,Stocks,977836.0
469550733,Bonds,124313.0
2558698884,Mutual Funds,837578.0
8919272182,Bonds,104542.0
9833557722,Mutual Funds,203669.0
5818763103,Stocks,736391.0
7476566495,Stocks,36789.0
2401667418,Mutual Funds,809101.0
8351673690,Bonds,541756.0
7314013143,Bonds,542695.0
9361708670,Stocks,815040.0
7065869152,Stocks,697227.0
9221439863,Stocks,228415.0
7865822697,Mutual Funds,146101.0
2777594555,Stocks,51093.0
5766514331,High Yeld Savings,954169.0
9909269371,Bonds,698257.0
3882830223,Bonds,324388.0
5162888260,High Yeld Savings,42089.0
5423468010,Mutual Funds,835342.0
799327483,Mutual Funds,352618.0
5595882236,High Yeld Savings,735146.0
7493532241,Bonds,714491.0
7102148051,High Yeld Savings,499243.0
2238428396,Mutual Funds,371126.0
6695497201,Bonds,228281.0
9701916353,High Yeld Savings,401674.0
7684186499,Stocks,385392.0
2035176502,High Yeld Savings,943040.0
1491225085,High Yeld Savings,22017.0
2134684536,High Yeld Savings,455535.0
3653903865,High Yeld Savings,683497.0
2837248673,Mutual Funds,602318.0
8578895512,High Yeld Savings,681512.0
959987977,High Yeld Savings,391364.0
4480103185,Mutual Funds,508737.0
8299371171,High Yeld Savings,290806.0
9476709533,Mutual Funds,145325.0
7364377925,High Yeld Savings,487900.0
540018100,Mutual Funds,360723.0
7494388075,High Yeld Savings,191771.0
4634672353,High Yeld Savings,589333.0
6518501565,Stocks,991556.0
1934482001,High Yeld Savings,317136.0
9786422499,High Yeld Savings,304609.0
9630921980,High Yeld Savings,789595.0
8270343314,Stocks,480126.0
6552774175,High Yeld Savings,559644.0
843311088,High Yeld Savings,44155.0
221320769,Bonds,346641.0
8464814543,High Yeld Savings,628257.0
3153328084,High Yeld Savings,346011.0
1575626818,High Yeld Savings,458728.0
3623199756,High Yeld Savings,49483.0
9700041778,Mutual Funds,284556.0
2929686929,Stocks,790520.0
8229414170,Stocks,440834.0
4160124856,Bonds,370141.0
4493249783,High Yeld Savings,129205.0
5687233815,High Yeld Savings,114200.0
6674421509,High Yeld Savings,622755.0
1432552574,High Yeld Savings,770715.0
2511102444,Stocks,830853.0
854505109,Bonds,125460.0
7303165823,Bonds,562417.0
1838019530,High Yeld Savings,84970.0
9154315467,High Yeld Savings,3209.0
7977078311,High Yeld Savings,529323.0
2522198056,Bonds,408962.0
4402769836,High Yeld Savings,848297.0
8273435509,Stocks,402994.0
2749914121,High Yeld Savings,716842.0
1265128620,High Yeld Savings,303519.0
2336830362,High Yeld Savings,761808.0
6977120178,High Yeld Savings,489734.0
8417090184,Stocks,493671.0
8128012014,Mutual Funds,189056.0
7190305005,High Yeld Savings,660669.0
3798537084,Mutual Funds,146508.0
9674706050,Stocks,608418.0
9418355220,High Yeld Savings,626746.0
8551539622,High Yeld Savings,31334.0
3859857660,Bonds,170493.0
3325470092,Stocks,43808.0
5323720651,Stocks,653008.0
2852872012,Mutual Funds,33540.0
2870892070,High Yeld Savings,840227.0
8659925929,High Yeld Savings,490367.0
1198865165,High Yeld Savings,531679.0
7647420715,High Yeld Savings,869117.0
5200332448,High Yeld Savings,302454.0
7128287348,High Yeld Savings,685721.0
1133116397,High Yeld Savings,568513.0
3230865764,High Yeld Savings,335781.0
9291541531,,357663.0
1552503178,Stocks,707659.0
3342963390,Stocks,919753.0
521917458,High Yeld Savings,852639.0
1717441462,High Yeld Savings,76127.0
6022080758,Stocks,521336.0
891245372,High Yeld Savings,384201.0
5820589233,High Yeld Savings,563241.0
3916381455,High Yeld Savings,601350.0
4204137303,Stocks,744708.0
4609787591,Mutual Funds,297711.0
4665701794,Mutual Funds,19327.0
539049475,High Yeld Savings,909502.0
7350696822,Stocks,713134.0
5679604490,High Yeld Savings,787388.0
8933666489,High Yeld Savings,755112.0
8190318488,High Yeld Savings,913825.0
1682123886,High Yeld Savings,508522.0
5222464309,Bonds,34280.0
3467824862,Bonds,238324.0
1666178518,High Yeld Savings,955838.0
5554104363,,640246.0
8141646776,Stocks,117600.0
8631709025,Mutual Funds,909090.0
5006456849,Mutual Funds,59510.0
8292154406,High Yeld Savings,476444.0
7745951694,High Yeld Savings,559253.0
7475822606,Mutual Funds,479602.0
6860982906,Mutual Funds,123744.0
3678660238,High Yeld Savings,385987.0
1659186085,High Yeld Savings,770526.0
426093692,Mutual Funds,718745.0
5484692653,Stocks,445725.0
283822362,High Yeld Savings,505691.0
3271298780,Mutual Funds,792887.0
2948807153,Bonds,887016.0
5666585211,Stocks,649249.0
3719202478,High Yeld Savings,614038.0
9980601701,High Yeld Savings,774936.0
8580203279,Mutual Funds,30651.0
7292644358,Mutual Funds,726775.0
6580359893,Bonds,355311.0
1904391190,Mutual Funds,959913.0
8200434462,High Yeld Savings,879857.0
1389983032,Mutual Funds,1268.0
4208571569,High Yeld Savings,910263.0
218070892,Mutual Funds,5976.0
2994641325,High Yeld Savings,799629.0
4960070907,High Yeld Savings,991854.0
2705936720,Stocks,436717.0
5348164192,Mutual Funds,46538.0
4819233413,Mutual Funds,573054.0
1142167351,High Yeld Savings,859183.0
7283440378,High Yeld Savings,539151.0
7038850143,High Yeld Savings,164914.0
7788994080,Stocks,396161.0
7404398508,Stocks,938655.0
2358061627,Mutual Funds,466159.0
2588949942,High Yeld Savings,6956.0
8557737516,Mutual Funds,412770.0
6889357697,High Yeld Savings,80842.0
8217322559,Stocks,321590.0
4894063223,High Yeld Savings,828048.0
3491217361,Stocks,131994.0
962727928,Mutual Funds,123377.0
5418670511,Mutual Funds,382993.0
3737177265,Mutual Funds,591175.0
248802388,High Yeld Savings,14327.0
9278969535,High Yeld Savings,324543.0
3051554600,High Yeld Savings,43106.0
9291585450,Stocks,282916.0
9625507479,Mutual Funds,592212.0
5080460375,High Yeld Savings,465742.0
2092581222,High Yeld Savings,917935.0
51630706,Stocks,300942.0
9742623056,Mutual Funds,47409.0
5073299276,High Yeld Savings,980311.0
7721479836,Stocks,879237.0
3690396762,Mutual Funds,214402.0
7799546512,High Yeld Savings,426931.0
1067884975,Stocks,624588.0
3209514290,Stocks,925843.0
6683328271,,58521.0
7864289215,Bonds,82896.0
2832783764,High Yeld Savings,716352.0
5780683569,High Yeld Savings,684778.0
5540991695,Stocks,876095.0
6616754968,Stocks,205009.0
6122510951,High Yeld Savings,184338.0
6418803005,Mutual Funds,174611.0
6038993385,Stocks,945212.0
3693237143,High Yeld Savings,564512.0
2259155129,High Yeld Savings,544852.0
1359155520,High Yeld Savings,451279.0
4109062153,Stocks,650573.0
4396121241,High Yeld Savings,45160.0
2529718280,High Yeld Savings,310294.0
1833584434,Stocks,801967.0
7608517599,High Yeld Savings,50258.0
6721513927,Mutual Funds,578131.0
4522916688,High Yeld Savings,647178.0
4878641735,High Yeld Savings,970434.0
7685944592,High Yeld Savings,405583.0
3786404019,Mutual Funds,749424.0
1133071130,Bonds,295031.0
4821571793,High Yeld Savings,749619.0
5266684057,High Yeld Savings,463759.0
4218029375,High Yeld Savings,951624.0
3433753173,High Yeld Savings,181866.0
434519882,High Yeld Savings,428034.0
2138650982,Mutual Funds,396278.0
1276771814,High Yeld Savings,193158.0
3384054375,High Yeld Savings,929749.0
9083550798,Stocks,756531.0
9758552033,Mutual Funds,178490.0
2231825082,High Yeld Savings,442396.0
1666047170,High Yeld Savings,49238.0
1489910608,Stocks,371053.0
3694842872,Bonds,799810.0
7995310463,Mutual Funds,867636.0
9956894335,Stocks,197668.0
9397199217,Bonds,287918.0
5577238320,High Yeld Savings,354510.0
1788961099,High Yeld Savings,957909.0
2914670013,Stocks,345666.0
5368447946,Bonds,816739.0
6995640090,Mutual Funds,358657.0
6558948066,High Yeld Savings,212725.0
6671220298,Mutual Funds,860992.0
4784025713,Stocks,602832.0
7978367639,High Yeld Savings,248173.0
6373087371,High Yeld Savings,516281.0
9266398551,Stocks,999831.0
6056515732,High Yeld Savings,532743.0
5213318958,High Yeld Savings,914020.0
5990985063,High Yeld Savings,43624.0
6054913995,Bonds,302177.0
9920889464,Mutual Funds,813160.0
6789275442,High Yeld Savings,826299.0
449007851,Mutual Funds,396140.0
6303929647,High Yeld Savings,894992.0
1956616589,High Yeld Savings,802630.0
8732885690,Stocks,980975.0
8220919861,High Yeld Savings,128588.0
9967525094,Stocks,729937.0
3378949300,Mutual Funds,697732.0
4477918211,High Yeld Savings,311456.0
4161399827,Bonds,900848.0
5010525705,High Yeld Savings,672564.0
882729525,High Yeld Savings,155902.0
3396608981,High Yeld Savings,567730.0
6705199470,Stocks,645835.0
480731526,Stocks,530889.0
3962836746,Mutual Funds,237100.0
2931271842,Bonds,689897.0
4588428636,Mutual Funds,826973.0
6116421035,High Yeld Savings,274335.0
1289034451,Bonds,725367.0
363270077,High Yeld Savings,941319.0
9938185882,High Yeld Savings,94636.0
8037100603,Stocks,714758.0
2960257024,High Yeld Savings,104888.0
7542045768,Mutual Funds,604221.0
976363712,High Yeld Savings,701842.0
3846387376,Stocks,848692.0
5375501580,Bonds,474832.0
4213567356,Mutual Funds,196563.0
4841067247,Stocks,393894.0
6505735821,Stocks,981927.0
65518725,Mutual Funds,17121.0
4052384288,Stocks,258355.0
2524194370,Stocks,934322.0
4949537774,High Yeld Savings,975184.0
193376838,High Yeld Savings,766563.0
7756144455,Bonds,50010.0
7424372747,High Yeld Savings,848184.0
7405061218,High Yeld Savings,830709.0
6369186160,Stocks,63795.0
3699438413,High Yeld Savings,651991.0
8230349373,High Yeld Savings,45244.0
9933779035,Stocks,859553.0
7799919532,Stocks,40527.0
4251506570,High Yeld Savings,912839.0
9684524288,High Yeld Savings,266409.0
5666470635,High Yeld Savings,998486.0
4842912021,High Yeld Savings,903129.0
2511510001,High Yeld Savings,928516.0
5379613227,Mutual Funds,998351.0
2827270583,Bonds,631241.0
5068618747,High Yeld Savings,59143.0
6434016732,Bonds,473886.0
765439521,Mutual Funds,68533.0
684239829,Bonds,736862.0
7209950962,High Yeld Savings,657162.0
400375841,High Yeld Savings,276325.0
2929136311,High Yeld Savings,645560.0
4385408242,Bonds,105811.0
3444012759,High Yeld Savings,536764.0
8505602835,Mutual Funds,494568.0
8659354081,Bonds,19089.0
2426446386,Mutual Funds,538487.0
7022007159,Mutual Funds,146406.0
6633129165,Bonds,571085.0
2753247877,High Yeld Savings,782243.0
1221522902,High Yeld Savings,865242.0
9534995367,Mutual Funds,376357.0
6069627679,High Yeld Savings,31855.0
8969705217,High Yeld Savings,668074.0
3668047119,High Yeld Savings,695554.0
1017412603,High Yeld Savings,769409.0
2682485370,Mutual Funds,456559.0
182957241,High Yeld Savings,543426.0
4817016700,Stocks,356587.0
5211011825,High Yeld Savings,831956.0
1151920683,High Yeld Savings,663992.0
5367159417,High Yeld Savings,829384.0
5449924629,High Yeld Savings,535435.0
2732694716,Mutual Funds,254251.0
2012589762,High Yeld Savings,361779.0
7164914226,High Yeld Savings,459318.0
9790253864,Stocks,121015.0
6284776281,Bonds,551679.0
6423836437,Stocks,163354.0
2462178876,High Yeld Savings,174951.0
824262550,Stocks,635747.0
298221341,High Yeld Savings,72888.0
6591005916,Bonds,286036.0
5402066323,High Yeld Savings,499068.0
1924440142,Mutual Funds,635094.0
3993615107,High Yeld Savings,539797.0
7902870676,Mutual Funds,327323.0
671930982,High Yeld Savings,329912.0
1823804770,High Yeld Savings,140595.0
7565300969,Stocks,351720.0
2249284901,Stocks,21226.0
4215492963,High Yeld Savings,771492.0
3259737214,Bonds,930065.0
930065479,Stocks,699247.0
3115409881,Stocks,396745.0
7920032356,Stocks,424626.0
4438501438,High Yeld Savings,241861.0
1266089924,Mutual Funds,811310.0
7648869912,Bonds,374200.0
3546129534,Stocks,63414.0
6778139533,Stocks,63188.0
2993071291,High Yeld Savings,693683.0
5005683788,Stocks,404753.0
9387135190,Stocks,596076.0
4020000279,Bonds,436810.0
2950022630,High Yeld Savings,726869.0
3969239450,Bonds,632304.0
9310758377,Bonds,358093.0
7145320307,High Yeld Savings,590454.0
5250837202,Mutual Funds,823866.0
7775221835,High Yeld Savings,141157.0
5425547207,Stocks,671222.0
4847150459,High Yeld Savings,125209.0
1767407487,High Yeld Savings,783519.0
52672668,High Yeld Savings,404398.0
9945012211,High Yeld Savings,50011.0
5335521537,Stocks,569247.0
401087943,Mutual Funds,333569.0
7651827867,High Yeld Savings,536440.0
2243482941,Mutual Funds,144192.0
2290676213,High Yeld Savings,795013.0
7536411899,Bonds,293534.0
4238689925,Mutual Funds,262877.0
8013455165,Stocks,836000.0
1125387014,High Yeld Savings,263129.0
7412419216,Stocks,949843.0
4083501311,High Yeld Savings,57262.0
2522801418,Stocks,373189.0
8794379770,Bonds,609690.0
7577527681,High Yeld Savings,638169.0
7130745532,High Yeld Savings,400767.0
6238068627,Stocks,527469.0
7888218204,Mutual Funds,830593.0
2371742282,Stocks,586640.0
8132541440,Stocks,44116.0
6169373540,Bonds,893019.0
9930905673,Mutual Funds,799476.0
3830781988,Stocks,220851.0
1772240693,Mutual Funds,211679.0
5121248201,High Yeld Savings,390662.0
1766775672,High Yeld Savings,385758.0
4666271896,Stocks,78456.0
4550347127,High Yeld Savings,515959.0
7753894721,Mutual Funds,942259.0
6653340110,High Yeld Savings,174449.0
9401752143,Bonds,509750.0
3414647661,Stocks,740959.0
1803900096,Stocks,90190.0
5800452635,Mutual Funds,170969.0
2341937333,High Yeld Savings,390554.0
3798622411,Mutual Funds,990973.0
3303385260,Mutual Funds,42883.0
1356808444,Mutual Funds,886138.0
225901572,High Yeld Savings,778655.0
4818898392,High Yeld Savings,320194.0
4706878940,High Yeld Savings,593816.0
2101183102,High Yeld Savings,436174.0
129575410,High Yeld Savings,649243.0
6759607559,High Yeld Savings,733895.0
9053276109,Bonds,71829.0
2140862051,High Yeld Savings,334754.0
8019903255,High Yeld Savings,727967.0
7450102407,Mutual Funds,251932.0
1965922278,High Yeld Savings,177249.0
1852884096,Mutual Funds,786889.0
8479716238,High Yeld Savings,442645.0
4180146399,High Yeld Savings,843793.0
4908664044,High Yeld Savings,934368.0
3904012732,Stocks,344674.0
5684266505,Mutual Funds,391840.0
5768494189,High Yeld Savings,191187.0
9688829165,Bonds,841402.0
4963606000,Stocks,339994.0
4244627604,Mutual Funds,99778.0
8908779557,Stocks,124167.0
604222354,High Yeld Savings,666535.0
5640847054,Stocks,232362.0
6742637755,Stocks,566610.0
1000983403,High Yeld Savings,748745.0
1471310352,Bonds,708112.0
544270358,High Yeld Savings,562736.0
1336847675,High Yeld Savings,371220.0
1915695770,Stocks,37859.0
7708331082,High Yeld Savings,386765.0
6300472515,Mutual Funds,72068.0
2713820606,Bonds,660722.0
3633219996,High Yeld Savings,608316.0
3314956985,High Yeld Savings,800696.0
350082275,High Yeld Savings,229689.0
9150859217,High Yeld Savings,123101.0
9457350518,High Yeld Savings,969403.0
8795960959,Mutual Funds,244965.0
5721976872,High Yeld Savings,69584.0
5089100363,High Yeld Savings,21519.0
8202663456,Mutual Funds,116027.0
6670677905,Mutual Funds,200080.0
1949525961,Mutual Funds,566490.0
2287430792,High Yeld Savings,196324.0
736181940,Mutual Funds,906353.0
6292038594,Stocks,547415.0
8392660681,High Yeld Savings,978333.0
8365970887,Mutual Funds,737523.0
9439936121,Stocks,194967.0
1523698679,High Yeld Savings,810732.0
5601528637,Mutual Funds,468269.0
6944652719,,137264.0
4313576820,Stocks,103482.0
1063738915,Stocks,41774.0
3358556728,Mutual Funds,576431.0
3849518288,,929006.0
2732694716,Stocks,845689.0
6086193086,Stocks,660373.0
7888121219,High Yeld Savings,962311.0
6730367107,High Yeld Savings,674655.0
9305573842,High Yeld Savings,895797.0
5346457096,Stocks,594331.0
982200740,High Yeld Savings,765384.0
6466997688,Mutual Funds,555308.0
887957367,Mutual Funds,792693.0
6046275738,High Yeld Savings,343956.0
4287696960,High Yeld Savings,984971.0
3383207448,Mutual Funds,572156.0
1603966370,High Yeld Savings,232302.0
2304834033,High Yeld Savings,1578.0
9208439617,Mutual Funds,748140.0
5903885734,Mutual Funds,89561.0
9336414152,High Yeld Savings,25995.0
423958956,High Yeld Savings,607026.0
703224312,Mutual Funds,189845.0
2898394232,Stocks,761765.0
8330629417,High Yeld Savings,930145.0
1346561804,Stocks,766325.0
5365788290,High Yeld Savings,501529.0
2710442844,High Yeld Savings,28128.0
294231998,Stocks,92277.0
6036785984,Stocks,290999.0
1626563135,Mutual Funds,514266.0
884071458,High Yeld Savings,866147.0
5410081108,High Yeld Savings,235148.0
1850224241,High Yeld Savings,640739.0
5845571724,High Yeld Savings,83567.0
462396907,Stocks,896650.0
4228774430,Stocks,681154.0
6930487906,High Yeld Savings,208972.0
5640403380,High Yeld Savings,250940.0
8816537882,High Yeld Savings,317851.0
5684596161,High Yeld Savings,8754.0
7949253662,High Yeld Savings,754576.0
8575703460,Mutual Funds,435978.0
9609576789,High Yeld Savings,547633.0
6040499839,Stocks,514374.0
7193185127,High Yeld Savings,480586.0
7714472338,Stocks,888187.0
4334647926,Stocks,646044.0
4998795029,High Yeld Savings,217683.0
1514245073,Stocks,561169.0
9851426599,Stocks,555992.0
